,player_id,proj_ast,proj_blk,proj_dreb,proj_fg3a,proj_fg3m,proj_fga,proj_fgm,proj_fta,proj_ftm,proj_min,proj_oreb,proj_pts,proj_season_id,proj_stl,proj_tov
0,201166,0.9881498387193345,0.05239274841815044,0.7378874890795913,0.9657327762596013,0.33781538803139777,2.980103079679644,1.189387142372629,0.7658628903378877,0.5550304794054391,9.377417634084173,0.17247938998219225,3.2477818146278015,2018-19,0.3580651375906496,0.5561099116632604
1,203932,1.9944303900893032,0.7106011714889554,5.126943373139583,3.9618337951958704,1.4025019680227842,13.509174712616089,5.956650192908985,3.6084745559859797,2.8002683268841984,33.94210883329718,1.6216527682443613,16.06387290957829,2018-19,0.9095790943162939,1.5797574803261705
2,1627846,0.5401733860267091,0.09873542381523637,1.2631370353094789,1.2685449053335187,0.42534849395757274,3.7870260663837993,1.557577810218128,0.9686161934538706,0.6876481259570306,13.063556000815403,0.441212492343891,4.228748390751036,2018-19,0.3650729237488776,0.625434585514543
3,201143,3.2477328707710793,1.0259160915897065,4.582943585801664,3.0794827699924956,1.1272507024727458,10.3591664509486,4.860939123318556,1.9271937213213666,1.4708584684712558,30.246672639487183,1.2183076808881432,12.34023218590447,2018-19,0.6524990230930576,1.6092674207231055
4,2744,0.8320930169386056,0.5520254730274403,2.2641294265899545,0.20010483928156247,0.0804060609914518,4.2365122906265125,2.0561738947251684,0.8610793268059029,0.6359053930861106,12.86918622835837,0.7960088129420039,4.788677627541802,2018-19,0.332513073912147,0.7390520614853368
5,202329,1.7544328845650912,0.4461315696325472,4.2869559713426755,3.877698754090241,1.4077564513265908,8.190518904604357,3.574506038752508,1.6797422402082929,1.238290994065804,27.9789448704602,1.101761143997308,9.784115711401318,2018-19,0.9464058670109108,1.138945008963551
6,202692,1.5252455975316086,0.14321218923089166,1.8946397905549544,2.190523609606403,0.6923367745517551,7.28693753306447,3.0148373493376113,2.1669916053793115,1.6677934819914395,20.80375390305913,0.5227561295308567,8.349126111733248,2018-19,0.5411224440234361,1.014058360203428
7,1628409,0.6414614537072223,0.10890255953872563,1.2092492691131995,1.9491243900585216,0.7108584869279925,3.901734133618084,1.5515892322873464,0.45699527725071926,0.3285676071717938,12.524240899335025,0.29279587421794473,4.122264890420973,2018-19,0.25498425886363635,0.4666195827509731
8,203518,0.988705483939701,0.11290298384999174,1.361302086407961,2.800757268158544,1.0650885656883426,4.592593075997585,1.8765906004719504,0.8399526751130482,0.668979954160775,16.998044162278095,0.3704990199108136,5.502403969782933,2018-19,0.48107105183536997,0.5680890091532532
9,1627936,1.7768847922810183,0.11881604310495585,1.1668281793370223,0.7921095151162119,0.2293456212535107,3.3242149063183883,1.4285533210558232,1.0640518227266393,0.8071403283690607,13.416626251050047,0.34534062099141905,3.834322361248139,2018-19,0.6241709562029216,0.83827598954178
10,203458,0.7426914898796548,1.294120994128696,4.411808939245845,0.025928867379676722,0.0,6.222280851489568,3.2000123296872096,2.9598904953413068,1.9365174123638005,23.277941434276936,2.4603306257305144,8.347696489388936,2018-19,0.5426569605353792,1.2373247948568282
11,1627816,0.5441867840705091,0.04806226135683639,0.7364358294978547,0.9038754772863273,0.3480622613568364,1.9038754772863273,0.8480622613568365,0.1480622613568364,0.1480622613568364,9.08681703422011,0.19612452271367278,2.2403113067841818,2018-19,0.1480622613568364,0.2961245227136728
12,1628035,0.4229509585934941,0.07644217555208445,1.1162079289275857,1.3231903628447665,0.44990931752248897,4.391076593578625,1.6134533728247575,1.103774422100999,0.8561941597819387,10.547427203455886,0.24799629983224955,4.506472633231243,2018-19,0.35013452669444595,0.5206219033900654
13,203459,1.6014593927302185,0.32076299471088265,2.8202332125244594,3.7084379516561423,1.402124280399618,8.583046365826167,3.6453475601154834,1.6137348346481946,1.3088727017337072,26.282579590320797,0.65883253592054,10.021057553449404,2018-19,0.6247918077018179,1.0441876070912501
14,101161,0.7670816566131471,0.3822257238539931,2.008420229154558,0.11876684427604565,0.027015706830435547,3.0326468757540637,1.3866339963688037,0.8584648149400772,0.5132500195849298,13.587582622862346,1.1187215041337748,3.334329381672778,2018-19,0.4556762657238905,0.6045602958249603
15,203083,2.3928855705628,1.5935446872352936,7.744225309233014,0.30624768669414565,0.08429466365219598,12.178423442826574,6.225863403790345,4.885067444323882,3.0404153637972353,33.33821742788211,3.349193127022127,15.567816325474714,2018-19,1.0859540844564315,2.0090712741694547
16,2738,3.2775020010919267,0.4750097388939422,3.1576054992108697,2.3120032339214935,0.7620777664794547,6.720201522615445,3.0841138822139667,1.5992342720530017,1.1832602709017563,26.661404231582416,0.7091820544715634,8.098667986337809,2018-19,0.8611783088021361,1.20385602309769
17,203460,1.017522961115177,0.5974427455089367,2.708759154131896,0.5089406792266111,0.14781125293617575,3.7424499492577388,1.9306673106444847,1.2296483997078789,0.682806463194854,18.58196855899894,1.3856201550719498,4.7155965816513294,2018-19,0.7479360196276611,0.7290263219722973
18,101106,0.7240888060351321,1.0225998319693113,2.4234654787680547,0.0,0.0,2.08000686003805,0.9152721623196871,0.7940829333892561,0.4375415521192607,13.345028359627948,1.1405223265945652,2.2408927311595326,2018-19,0.22644865856619187,0.8375415521192607
19,1626150,3.745870422050148,0.19812019057231103,2.2672525886009463,1.9909628251383638,0.7059478855752508,8.244533980977781,3.6951659288080685,2.121390713164895,1.7395586546287318,26.51526064280244,0.3782490015362332,9.816780311168868,2018-19,0.9915468988769681,1.552844659532266
