"Player","Team","Positions","PTS","REB","AST","BLK","STL","FG%","FT%","3PM","GP","MIN","TO"
"Lance Stephenson","LAL","SG,SF","6.8","3.1","2.3","0.2","0.5",".446",".687","0.5","76","24.0","1.3"
"Jarrett Allen","BKN","PF,C","6.8","4.3","0.5","0.9","0.3",".544",".693","0.1","77","12.0","1.0"
"Mike Muscala","LAL","PF,C ","6.7","3.7","1.2","0.6","0.5",".487",".812","0.9","73","22.0","0.8"
"Jerian Grant","ORL","PG,SG","6.7","1.9","2.8","0.1","0.7",".407",".809","0.7","76","20.0","1.0"
"Tyler Ulis","FA","PG,SG ","6.7","1.4","3.7","0.1","0.7",".413",".799","0.5","74","20.0","1.1"
"P.J. Tucker","HOU","SF","6.7","5.7","1.3","0.3","1.2",".408",".739","1.2","80","26.0","0.9"
"Cory Joseph","IND","PG,SG","6.6","2.2","2.4","0.2","0.6",".446",".771","0.5","80","25.0","1.0"
"Joe Harris","BKN","SG,SF","6.5","2.2","0.9","0.1","0.3",".445",".756","1.2","62","8.0","0.8"
"Fred VanVleet","TOR","PG ","6.5","2.1","2.3","0.1","0.7",".388",".821","0.9","71","16.0","0.8"
"Spencer Dinwiddie","BKN","PG ","6.5","2.0","3.1","0.3","0.5",".421",".818","0.8","51","6.0","0.9"
"Dwight Powell","DAL","PF,C","6.5","4.1","0.7","0.4","0.7",".540",".743","0.3","78","15.0","0.5"
"Andre Iguodala","GSW","SG,SF","6.5","3.7","3.0","0.5","1.0",".487",".668","0.8","76","25.0","0.9"
"Derrick White","SAS","PG ","6.5","3.3","1.6","0.6","0.7",".390",".700","0.7","66","0","0.7"
"Tyler Zeller","FA","PF,C","6.4","3.9","1.0","0.5","0.2",".490",".720","0.0","70","15.0","0.7"
"Yogi Ferrell","SAC","PG,SG","6.4","1.6","2.2","0.2","0.6",".416",".817","0.9","76","22.0","0.9"
"Ben McLemore","SAC","SG","6.4","1.6","0.8","0.1","0.5",".435",".777","0.9","76","25.0","0.9"
"Lonnie Walker IV","SAS","SG","6.4","1.7","1.2","0.2","0.8",".431",".790","0.7","68","0","0.6"
"Michael Beasley","LAL","SF,PF","6.4","2.5","0.6","0.3","0.3",".525",".752","0.3","75","15.0","0.9"
"Andre Roberson","OKC","SG,SF ","6.3","5.0","1.0","0.9","1.1",".484",".437","0.7","64","29.8","0.7"
"Sam Dekker","WAS","SF,PF","6.2","3.3","0.9","0.3","0.4",".461",".608","0.7","79","24.0","0.5"
"Delon Wright","MEM","PG,SG","6.2","2.0","2.3","0.5","0.9",".447",".799","0.6","76","20.0","0.9"
"Jason Smith","NOR","PF,C","6.2","3.1","0.9","0.6","0.3",".480",".780","0.3","75","15.0","0.9"
"Meyers Leonard","POR","PF,C","6.2","3.8","1.1","0.3","0.2",".420",".820","1.1","70","18.0","0.7"
"Arron Afflalo","FA","SG,SF","6.2","1.8","1.0","0.1","0.2",".440",".860","0.7","67","18.0","0.6"
"Larry Nance Jr.","CLE","PF,C","6.2","5.0","1.2","0.5","1.0",".536",".691","0.1","73","24.0","0.7"
"Al Jefferson","FA","PF,C","6.1","3.4","0.7","0.4","0.3",".480",".670","0.0","60","12.1","0.4"
"Jerami Grant","OKC","SF,PF ","6.1","2.9","0.8","1.0","0.4",".473",".655","0.5","80","20.0","0.7"
"Luke Kennard","DET","SG","6.0","2.0","1.2","0.2","0.5",".440",".828","0.8","77","12.0","0.7"
"Shabazz Muhammad","FA","SG,SF","6.0","1.8","0.4","0.0","0.2",".460",".760","0.6","60","12.0","0.4"
"Alex Abrines","OKC","SG","6.0","1.4","0.6","0.2","0.6",".401",".886","1.3","76","18.0","0.4"
"Frank Ntilikina","NYK","PG ","5.9","2.5","2.4","0.3","0.8",".395",".641","0.7","77","20.0","1.5"
"Tony Parker","CHA","PG","5.9","1.2","2.7","0.1","0.4",".445",".738","0.3","66","25.0","1.0"
"Ian Clark","NOR","PG,SG","5.9","1.4","1.2","0.1","0.4",".463",".784","0.7","78","17.9","0.7"
"Denzel Valentine","CHI","SG,SF ","5.8","3.1","1.5","0.2","0.6",".377",".778","1.3","76","22.0","0.9"
"Devin Harris","DAL","PG,SG","5.8","1.6","1.7","0.1","0.6",".405",".802","0.8","74","15.0","0.8"
"Thabo Sefolosha","UTH","SG,SF","5.8","4.0","1.4","0.4","1.2",".460",".690","0.6","70","23.0","0.8"
"Omri Casspi","MEM","SF,PF","5.8","3.2","0.9","0.1","0.4",".460",".650","0.8","65","15.0","0.8"
"Andrew Harrison","FA","PG,SG","5.8","1.7","2.4","0.3","0.6",".365",".782","0.6","77","21.0","1.1"
"Luol Deng","MIN","SF,PF","5.8","3.6","1.0","0.3","0.7",".412",".741","0.7","72","24.0","0.6"
"Shabazz Napier","BKN","PG","5.8","1.6","1.9","0.1","0.6",".393",".799","0.9","71","11.2","1.1"
"Alec Burks","SAC","PG,SG","5.7","2.2","0.8","0.1","0.4",".408",".805","0.5","57","9.0","0.7"
"Patrick Patterson","OKC","PF,C","5.7","4.0","1.1","0.4","0.6",".412",".782","1.3","77","24.0","0.6"
"OG Anunoby","TOR","SF,PF","5.7","2.6","0.8","0.3","0.6",".472",".628","0.7","51","15.0","0.7"
"Cheick Diallo","NOR","PF,C","5.7","4.3","0.3","0.4","0.3",".480",".740","0.0","70","12.0","0.4"
"Tyson Chandler","LAL","C","5.7","7.6","0.8","0.5","0.5",".654",".683","0.0","74","25.0","1.1"
"Doug McDermott","IND","SF","5.6","1.6","0.5","0.1","0.2",".456",".830","0.8","77","18.0","0.4"
"Tony Snell","MIL","SG,SF","5.6","2.3","0.9","0.1","0.4",".431",".816","1.1","79","29.0","0.5"
"Kyle Korver","UTH","SG,SF","5.6","1.7","1.0","0.2","0.3",".436",".879","1.4","76","18.0","0.6"
"Dragan Bender","PHO","PF,C","5.5","3.6","1.3","0.7","0.3",".372",".532","1.2","75","20.0","1.1"
"Reggie Bullock","LAL","SG,SF","5.5","1.7","0.8","0.1","0.5",".445",".777","1.1","62","6.8","0.4"
"Jon Leuer","DET","PF,C","5.5","3.2","0.9","0.2","0.3",".490",".844","0.6","78","25.0","0.5"
"Jalen Brunson","DAL","PG","5.5","0.8","1.5","0.0","0.3",".420",".749","1.1","82","0","0.5"
"Dante Exum","UTH","PG,SG ","5.5","1.7","1.7","0.2","0.4",".419",".762","0.6","47","15.0","1.2"
"Terry Rozier","BOS","PG,SG","5.5","2.9","1.7","0.1","0.5",".388",".782","0.8","76","16.1","0.5"
"Mikal Bridges","PHO","SF","5.5","1.2","0.8","0.1","0.3",".440",".770","0.8","82","0","0.4"
"Gorgui Dieng","MIN","PF,C ","5.5","4.5","1.0","0.7","0.6",".502",".804","0.1","79","23.0","0.9"
"Malik Monk","CHA","SG,SF","5.4","0.9","0.9","0.2","0.4",".379",".811","0.8","77","22.0","0.7"
"Jerryd Bayless","MIN","PG,SG","5.4","1.6","1.8","0.1","0.5",".430",".810","0.8","55","15.0","0.9"
"Kyle Anderson","MEM","SG,SF,PF ","5.4","4.1","1.8","0.5","1.0",".465",".752","0.3","76","20.0","0.9"
"Wayne Ellington","DET","SG,SF","5.3","1.4","0.6","0.0","0.4",".400",".852","1.2","73","18.1","0.3"
"Brice Johnson","FA","PF","5.3","4.0","1.3","0.4","0.7",".430",".000","0.0","60","12.0","0.9"
"Aron Baynes","BOS","C ","5.3","4.5","0.6","0.5","0.2",".513",".798","0.1","76","20.0","0.7"
"Nik Stauskas","CLE","SG,SF","5.2","1.5","1.1","0.2","0.3",".400",".810","0.9","72","15.0","0.8"
"Garrett Temple","LAC","SG,SF","5.2","2.0","1.4","0.3","0.7",".402",".748","0.9","74","18.7","0.8"
"Ed Davis","BKN","PF,C","5.2","6.7","0.8","0.6","0.4",".577",".599","0.0","75","18.0","0.8"
"Royce O'Neale","UTH","SF","5.1","3.5","1.2","0.3","0.6",".429",".768","0.6","82","0","0.9"
"Patrick McCaw","TOR","SG,SF","5.1","1.8","1.4","0.3","0.5",".440",".780","0.8","72","18.0","0.7"
"Jared Dudley","BKN","SF,PF","5.1","2.7","1.4","0.2","0.6",".450",".700","0.8","70","18.0","0.8"
"Jodie Meeks","FA","SG ","5.1","1.2","0.7","0.1","0.5",".400",".870","0.8","60","12.0","0.5"
"DeAndre' Bembry","ATL","SF,PF","5.1","2.9","1.6","0.3","0.5",".466",".456","0.1","75","23.0","1.1"
"T.J. McConnell","PHI","PG","5.1","2.4","4.1","0.1","1.1",".477",".775","0.2","76","18.0","1.3"
"Omari Spellman","ATL","PF","5.0","2.2","0.5","0.2","0.2",".456",".694","0.5","82","0","0.6"
"Lance Thomas","NYK","SG,SF,PF","5.0","2.4","0.7","0.1","0.4",".401",".813","0.7","71","15.0","0.5"
"Luc Mbah a Moute","LAC","SF,PF ","5.0","2.4","0.6","0.4","0.9",".463",".650","0.5","79","16.2","0.7"
"Malachi Richardson","PHI","SG","5.0","1.4","0.7","0.1","0.3",".420",".800","0.5","60","12.0","0.5"
"Solomon Hill","NOR","SG,SF","5.0","2.6","1.3","0.2","0.6",".397",".794","0.9","51","24.0","0.7"
"Wayne Selden Jr.","CHI","SG","5.0","1.0","0.9","0.1","0.4",".426",".699","0.7","74","15.0","0.8"
"Kenneth Faried","HOU","PF,C","4.9","3.8","0.5","0.3","0.3",".540",".670","0.0","60","10.9","0.5"
"Nemanja Bjelica","SAC","PF,SF","4.9","2.8","1.0","0.2","0.5",".432",".756","0.9","66","10.0","0.7"
"Shaun Livingston","GSW","PG,SG","4.8","1.9","1.8","0.3","0.5",".527",".764","0.0","76","16.0","0.8"
"Tim Frazier","NOR","PG,SG","4.8","1.9","2.9","0.1","0.6",".410",".760","0.4","60","15.0","1.0"
"Cameron Payne","FA","PG","4.8","1.3","2.0","0.1","0.5",".403",".715","0.7","71","12.0","0.8"
"Timothe Luwawu-Cabarrot","CHI","SG,SF ","4.8","1.5","0.8","0.1","0.3",".412",".842","0.6","77","12.0","0.7"
"Ian Mahinmi","WAS","C","4.7","4.3","0.7","0.7","0.7",".560",".587","0.0","72","24.0","0.9"
"Mindaugas Kuzminskas","FA","SF,PF","4.7","1.5","0.8","0.1","0.3",".420",".790","0.7","65","12.0","0.6"
"Channing Frye","CLE","PF,C","4.6","2.3","0.5","0.3","0.3",".420",".860","1.0","65","12.0","0.5"
"Matthew Dellavedova","CLE","PG,SG","4.6","1.4","2.9","0.0","0.4",".381",".849","0.8","78","24.0","1.0"
"Shelvin Mack","CHA","PG","4.6","1.7","1.9","0.0","0.5",".411",".715","0.4","82","0","1.0"
"Joe Johnson","FA","SG,SF,PF","4.6","1.6","1.2","0.1","0.3",".465",".820","0.6","80","25.0","0.6"
"Vince Carter","ATL","SG,SF","4.5","1.9","1.0","0.2","0.5",".386",".772","0.8","76","18.0","0.5"
"J.J. Barea","DAL","PG,SG ","4.5","1.0","2.0","0.0","0.2",".446",".757","0.6","76","20.0","0.7"
"Amir Johnson","PHI","PF,C","4.5","3.6","1.3","0.5","0.5",".564",".654","0.2","76","15.0","0.7"
"Mario Hezonja","NYK","SG,SF","4.5","1.9","0.8","0.2","0.4",".416",".827","0.6","77","12.6","0.7"
"Cristiano Felicio","CHI","C,PF","4.5","4.5","0.8","0.3","0.4",".560",".630","0.0","68","15.0","0.5"
"Georgios Papagiannis","FA","C","4.5","2.9","0.8","0.5","0.1",".550",".870","0.0","60","12.0","0.8"
"Mohamed Bamba","ORL","C ","4.5","5.1","0.5","1.1","0.3",".531",".700","0.0","82","0","0.5"
"Quinn Cook","GSW","PG","4.5","1.1","1.1","0.0","0.2",".500",".807","0.7","82","0","0.5"
"Nene","HOU","PF,C","4.5","2.2","0.7","0.3","0.4",".606",".599","0.0","73","18.0","0.6"
"Glenn Robinson III","DET","SG,SF","4.5","2.0","0.5","0.2","0.4",".430",".722","0.5","69","24.0","0.4"
"Anthony Tolliver","MIN","SF,PF","4.4","2.4","0.7","0.2","0.3",".423",".748","0.9","72","18.0","0.5"
"Henry Ellenson","DET","PF","4.4","2.9","0.5","0.1","0.1",".365",".647","0.7","72","12.0","0.9"
"David West","FA","PF","4.4","2.7","1.5","0.5","0.4",".510",".760","0.0","65","11.4","0.8"
"Isaiah Whitehead","DET","PG,SG ","4.3","1.4","1.4","0.3","0.3",".410",".790","0.4","65","12.0","1.0"
"Troy Daniels","PHO","PG,SG","4.3","0.8","0.4","0.0","0.2",".390",".750","1.1","41","8.6","0.4"
"Lucas Nogueira","FA","PF,C","4.3","4.1","0.7","1.3","0.8",".650",".670","0.0","57","18.0","0.8"
"Joffrey Lauvergne","FA","PF,C","4.3","2.5","0.7","0.1","0.2",".460",".707","0.5","72","20.0","0.6"
"Miles Plumlee","ATL","PF,C ","4.3","3.8","0.6","0.6","0.5",".541",".553","0.0","72","18.0","1.0"
"Boban Marjanovic","PHI","C","4.3","2.8","0.3","0.3","0.2",".577",".785","0.0","72","12.0","0.4"
"Pascal Siakam","TOR","PF","4.3","3.2","0.7","0.6","0.4",".492",".668","0.1","71","15.0","0.6"
"Grayson Allen","UTH","SG","4.2","0.5","0.3","0.0","0.1",".400",".763","0.9","82","0","0.2"
"Bryn Forbes","SAS","PG,SG","4.2","1.0","0.9","0.0","0.2",".379",".762","0.7","71","11.6","0.4"
"Montrezl Harrell","LAC","PF,C","4.1","1.7","0.5","0.3","0.2",".618",".622","0.0","72","12.0","0.4"
"Michael Carter-Williams","FA","PG","4.1","1.8","1.6","0.3","0.5",".378",".752","0.2","66","20.0","0.9"
"Justin Anderson","ATL","SF,SG","4.1","1.9","0.5","0.1","0.3",".420",".789","0.5","62","5.5","0.6"
"Jakob Poeltl","SAS","C,PF","4.1","3.9","0.4","0.6","0.5",".567",".581","0.0","74","15.0","0.7"
"Jeff Green","WAS","SF,PF","4.1","1.4","0.6","0.1","0.2",".424",".825","0.3","66","9.7","0.4"
"Donte DiVincenzo","MIL","SG ","4.1","0.7","0.6","0.1","0.4",".473",".790","0.5","82","0","0.3"
"Luke Kornet","NYK","PF,C","4.0","2.0","0.8","0.5","0.2",".383",".727","0.9","82","0","0.4"
"Kosta Koufos","SAC","PF,C","4.0","3.7","0.5","0.5","0.3",".531",".556","0.0","76","18.0","0.5"
"Raul Neto","UTH","PG","4.0","1.0","1.5","0.1","0.6",".430",".760","0.5","50","12.0","0.8"
"Torrey Craig","DEN","SG,SF","3.9","3.4","0.6","0.4","0.3",".461",".628","0.4","82","0","0.5"
"Darius Miller","NOR","SG,SF ","3.9","1.1","0.7","0.1","0.2",".437",".877","0.9","82","0","0.4"
"Ivica Zubac","LAC","C","3.9","2.1","0.5","0.4","0.2",".535",".695","0.0","66","10.0","0.5"
"Noah Vonleh","NYK","PF","3.9","4.3","0.5","0.3","0.4",".461",".663","0.1","79","18.0","0.7"
"Tyler Ennis","FA","PG","3.9","0.9","1.6","0.0","0.4",".430",".780","0.4","50","10.0","0.8"
"Alexis Ajinca","FA","PF,C","3.9","3.1","0.4","0.4","0.3",".510",".770","0.0","50","10.0","0.6"
"Cedi Osman","CLE","SF,PF","3.9","1.9","0.7","0.0","0.4",".446",".539","0.5","82","0","0.5"
"Ivan Rabb","MEM","PF,C","3.9","3.2","0.6","0.3","0.3",".499",".743","0.1","71","12.0","0.7"
"Kyle O'Quinn","IND","PF,C","3.9","3.3","0.9","0.6","0.4",".525",".771","0.1","76","12.0","0.7"
"Raymond Felton","OKC","PG,SG","3.8","1.6","1.4","0.2","0.4",".420",".795","0.4","79","18.0","0.6"
"Alan Williams","BKN","PF,C ","3.8","3.2","0.3","0.3","0.3",".760",".627","0.0","49","15.0","0.4"
"Shaquille Harrison","CHI","PG,SG","3.7","1.5","1.9","0.2","0.7",".484",".737","0.2","82","0","0.5"
"Dorian Finney-Smith","DAL","SF,PF","3.7","2.2","0.7","0.2","0.4",".389",".750","0.6","76","12.0","0.5"
"Aaron Holiday","IND","PG","3.6","0.8","1.2","0.0","0.3",".429",".750","0.6","82","0","0.5"
"Corey Brewer","SAC","SG,SF","3.6","1.5","0.8","0.2","0.5",".390",".740","0.3","75","11.0","0.5"
"Quincy Acy","FA","SF,PF","3.6","2.3","0.4","0.3","0.3",".480",".770","0.4","50","10.0","0.4"
"Bismack Biyombo","CHA","PF,C","3.6","4.5","0.5","0.8","0.2",".547",".571","0.0","80","21.0","0.7"
"Bam Adebayo","MIA","PF,C","3.5","2.5","0.5","0.3","0.3",".512",".677","0.0","71","12.0","0.5"
"Wade Baldwin IV","IND","PG","3.5","1.4","1.8","0.3","0.5",".340",".850","0.1","70","12.0","1.1"
"Ron Baker","FA","PG,SG","3.5","1.6","1.7","0.2","0.6",".372",".683","0.4","76","17.8","0.9"
"Jarell Martin","ORL","PF,C","3.5","2.4","0.4","0.2","0.3",".433",".768","0.2","51","6.0","0.6"
"TJ Leaf","IND","PF","3.5","2.0","0.6","0.2","0.2",".517",".657","0.2","77","15.0","0.4"
"Malcolm Delaney","FA","SG,PG","3.5","1.1","1.7","0.0","0.4",".292",".905","0.3","77","23.0","0.8"
"Tyus Jones","MIN","PG","3.4","1.1","2.1","0.1","0.7",".433",".796","0.5","74","15.0","0.5"
"David Nwaba","CLE","SG,SF","3.4","1.7","0.6","0.2","0.3",".528",".642","0.1","51","6.0","0.4"
"Rodney McGruder","MIA","SG,SF","3.4","1.7","0.8","0.1","0.3",".416",".630","0.6","76","18.0","0.4"
"Brandon Knight","CLE","PG,SG","3.4","0.7","0.9","0.1","0.2",".424",".871","0.4","49","12.0","0.5"
"Langston Galloway","DET","PG,SG","3.4","1.2","0.8","0.1","0.4",".364",".783","0.5","75","18.0","0.3"
"Bruce Brown","FA","SG","3.3","0.5","0.3","0.0","0.1",".414",".766","0.6","82","0","0.2"
"Khyri Thomas","DET","PG","3.3","0.5","0.3","0.0","0.1",".414",".766","0.6","82","0","0.2"
"Troy Brown Jr.","WAS","SF","3.3","0.9","0.7","0.1","0.3",".429",".764","0.5","82","0","0.4"
"Frank Mason III","SAC","PG","3.2","0.9","1.2","0.1","0.3",".385",".817","0.3","82","0","0.5"
"Jameer Nelson","FA","PG","3.2","1.1","1.8","0.1","0.3",".455",".365","0.5","76","20.0","0.7"
"Josh Hart","LAL","SG,SF","3.2","1.5","0.5","0.1","0.3",".478",".717","0.4","51","6.0","0.3"
"Davis Bertans","SAS","PF,C","3.2","1.2","0.6","0.3","0.2",".419",".815","0.7","51","6.0","0.3"
"Daniel Theis","BOS","PF,C","3.1","2.7","0.6","0.4","0.3",".576",".754","0.2","82","0","0.5"
"Jonas Jerebko","GSW","SF,PF","3.1","2.5","0.6","0.2","0.3",".462",".779","0.5","77","15.0","0.4"
"Joakim Noah","MEM","PF,C ","3.1","5.3","2.1","0.5","0.4",".460",".480","0.0","45","15.0","1.0"
"Jason Terry","FA","PG,SG","3.1","0.8","0.8","0.1","0.4",".410",".810","0.8","60","12.0","0.4"
"Zaza Pachulia","DET","C","3.1","3.0","0.8","0.2","0.4",".489",".776","0.0","76","17.0","0.6"
"Luke Babbitt","FA","SF,PF","3.0","1.5","0.4","0.1","0.2",".390",".750","0.7","41","10.0","0.2"
"Jose Calderon","DET","PG","2.9","1.3","1.5","0.0","0.3",".454",".857","0.5","62","8.0","0.6"
"Aaron Brooks","FA","PG","2.9","0.7","1.1","0.1","0.2",".390",".770","0.4","41","8.0","0.6"
"Ante Zizic","CLE","C","2.9","1.8","0.2","0.4","0.1",".624",".694","0.0","62","8.0","0.4"
"Elie Okobo","PHO","PG","2.9","0.6","1.2","0.0","0.2",".412",".750","0.4","82","0","0.4"
"Dante Cunningham","SAS","SF,PF","2.9","1.8","0.4","0.2","0.3",".462",".628","0.4","74","24.0","0.2"
"Brandan Wright","FA","PF,C","2.9","1.5","0.3","0.4","0.2",".570",".665","0.0","71","15.0","0.2"
"Moe Wagner","FA","PF","2.8","1.1","0.3","0.1","0.1",".489",".695","0.3","82","0","0.3"
"Wesley Iwundu","ORL","SG,SF","2.8","1.8","0.8","0.2","0.4",".406",".722","0.1","82","0","0.4"
"Darrell Arthur","FA","PF,C","2.8","1.4","0.5","0.2","0.3",".420",".790","0.4","50","8.0","0.4"
"Kay Felder","FA","PG","2.8","0.6","0.9","0.1","0.3",".410",".730","0.1","20","6.0","0.5"
"Wesley Johnson","WAS","SG,SF","2.8","1.7","0.4","0.4","0.5",".401",".708","0.5","76","12.0","0.3"
"Robert Williams","BOS","C,PF","2.7","3.1","0.3","0.8","0.2",".549",".699","0.0","82","0","0.3"
"Mitchell Robinson","NYK","C","2.6","2.2","0.4","0.6","0.2",".482",".676","0.1","82","0","0.4"
"Kyle Collinsworth","FA","SG","2.5","2.8","1.4","0.3","0.4",".379",".524","0.1","82","0","0.8"
"Semi Ojeleye","BOS","SF,PF","2.5","1.1","0.3","0.1","0.1",".430",".750","0.2","20","6.0","0.3"
"Jawun Evans","PHO","PG","2.5","0.6","1.2","0.0","0.2",".400",".770","0.1","41","6.0","0.4"
"Nicolas Brussino","FA","SG,SF","2.5","1.6","0.7","0.1","0.3",".380",".770","0.5","41","8.0","0.4"
"Joel Bolomboy","FA","PF ","2.5","1.9","0.3","0.2","0.1",".560",".490","0.1","20","6.0","0.2"
"Ike Anigbogu","IND","C","2.5","1.9","0.1","0.4","0.2",".480",".590","0.0","41","8.0","0.4"
"Tomas Satoransky","WAS","PG,SG","2.5","1.3","1.3","0.1","0.4",".449",".723","0.2","71","12.0","0.5"
"Juancho Hernangomez","DEN","SF,PF","2.4","1.4","0.3","0.1","0.2",".336",".760","0.5","76","12.0","0.2"
"Willie Reed","FA","PF,C,SF ","2.4","2.0","0.2","0.3","0.1",".526",".558","0.0","71","12.1","0.2"
"Tim Quarterman","FA","PG,SG","2.4","1.1","0.9","0.2","0.2",".450",".000","0.4","20","6.0","0.9"
"Trey Lyles","DEN","PF ","2.3","1.2","0.3","0.1","0.1",".434",".733","0.3","71","10.0","0.3"
"Kevon Looney","GSW","PF,C,SF","2.3","1.9","0.5","0.3","0.2",".530",".600","0.0","62","8.0","0.3"
"Troy Williams","SAC","SG,SF ","2.3","0.9","0.3","0.1","0.3",".460",".710","0.2","20","6.0","0.4"
"Semaj Christon","FA","PG","2.3","1.0","1.7","0.1","0.4",".360",".560","0.1","60","12.0","0.6"
"Josh Okogie","MIN","SG","2.3","0.5","0.3","0.0","0.2",".425",".765","0.3","82","0","0.2"
"Omer Asik","FA","PF,C","2.2","3.6","0.3","0.2","0.2",".520",".560","0.0","50","10.0","0.4"
"Chinanu Onuaku","FA","PF,C","2.2","1.5","0.5","0.2","0.5",".710","1.000","0.0","41","8.0","0.6"
"Justin Patton","PHI","C ","2.2","1.1","0.3","0.2","0.2",".550",".580","0.0","20","6.0","0.3"
"Thomas Bryant","WAS","C","2.2","1.2","0.3","0.2","0.2",".450",".720","0.1","20","6.0","0.4"
"Caleb Swanigan","SAC","PF,C","2.2","1.9","0.5","0.1","0.1",".409",".716","0.1","51","6.0","0.5"
"Malik Beasley","DEN","PG,SG","2.1","0.4","0.3","0.0","0.2",".376",".752","0.3","66","8.0","0.2"
"Josh Huestis","FA","SF","2.1","1.4","0.3","0.5","0.1",".480",".000","0.4","20","6.0","0.2"
"Treveon Graham","BKN","SG,SF","2.1","0.7","0.2","0.0","0.2",".470",".700","0.4","20","6.0","0.1"
"Andrew Bogut","FA","C","2.1","3.5","1.0","0.6","0.2",".550",".440","0.0","50","10.0","0.7"
"Jordan Bell","GSW","PF,C","2.1","1.7","0.6","0.4","0.3",".573",".669","0.0","51","6.0","0.4"
"Derrick Jones Jr.","MIA","SF,PF","2.0","0.9","0.2","0.1","0.2",".560",".710","0.0","41","6.0","0.1"
"Johnny O'Bryant III","FA","PF","2.0","1.6","0.3","0.1","0.2",".400",".610","0.0","41","8.0","0.3"
"D.J. Wilson","MIL","PF","2.0","1.0","0.3","0.2","0.1",".460",".790","0.1","20","6.0","0.2"
"Pat Connaughton","MIL","SG,SF","2.0","1.0","0.6","0.0","0.1",".510",".800","0.3","20","6.0","0.4"
"Harry Giles","SAC","PF,C","2.0","1.4","0.3","0.2","0.2",".474",".632","0.1","51","6.0","0.3"
"Daniel Ochefu","FA","C,PF","1.9","1.8","0.2","0.0","0.2",".440",".000","0.0","20","6.0","0.2"
"Kyle Singler","FA","SG,SF","1.9","1.0","0.3","0.1","0.2",".390",".700","0.3","50","8.0","0.3"
"De'Anthony Melton","PHO","SG,PG","1.9","0.2","0.5","0.0","0.1",".420",".750","0.3","82","0","0.2"
"Terrance Ferguson","OKC","SG,SF","1.9","0.5","0.3","0.1","0.2",".398",".736","0.3","51","6.0","0.3"
"Jordan Mickey","FA","PF,C","1.8","1.4","0.3","0.4","0.1",".440",".580","0.0","20","6.0","0.3"
"AJ Hammons","FA","C ","1.8","1.4","0.2","0.5","0.0",".410",".460","0.1","20","6.0","0.4"
"Elijah Millsap","FA","SG,SF","1.8","1.1","0.4","0.1","0.4",".340",".670","0.2","41","6.0","0.5"
"Bruno Caboclo","MEM","SF","1.8","1.1","0.4","0.2","0.3",".260",".000","0.3","41","7.2","0.6"
"Jake Layman","POR","PF,SF","1.8","0.6","0.3","0.1","0.2",".313",".753","0.3","51","6.0","0.2"
"Iman Shumpert","HOU","SG,SF ","1.7","0.8","0.4","0.1","0.2",".400",".750","0.3","20","6.0","0.3"
"Kyle Wiltjer","FA","PF ","1.7","1.3","0.3","0.1","0.4",".290",".510","0.5","41","6.0","0.6"
"Richard Jefferson","FA","SG,SF,PF","1.7","0.7","0.3","0.1","0.1",".468",".694","0.3","74","12.0","0.2"
"Deyonta Davis","FA","PF,C","1.6","1.4","0.2","0.3","0.1",".563",".603","0.0","51","6.0","0.2"
"Udonis Haslem","MIA","PF","1.6","1.6","0.3","0.1","0.1",".440",".710","0.0","20","6.0","0.3"
"Keita Bates-Diop","MIN","SF","1.5","0.4","0.1","0.0","0.1",".484",".743","0.2","82","0","0.1"
"Josh McRoberts","FA","PF,C","1.5","1.1","0.7","0.1","0.2",".370",".700","0.2","20","6.0","0.3"
"Tarik Black","FA","PF,C","1.5","1.4","0.2","0.2","0.1",".593",".650","0.0","62","8.0","0.2"
"Cole Aldrich","FA","C","1.5","1.6","0.3","0.3","0.3",".599",".365","0.0","66","9.3","0.3"
"Damian Jones","GSW","C ","1.4","1.5","0.0","0.3","0.1",".510",".381","0.0","62","8.0","0.4"
"Salah Mejri","DAL","C","1.4","2.0","0.1","0.4","0.2",".633",".525","0.0","76","12.0","0.3"
"Sterling Brown","MIL","SG","1.4","1.0","0.2","0.1","0.2",".402",".875","0.2","82","0","0.2"
"Rashad Vaughn","FA","SG,SF","1.4","0.5","0.3","0.1","0.2",".462",".330","0.3","66","10.0","0.2"
"Okaro White","FA","PF ","1.3","1.0","0.2","0.1","0.1",".400",".890","0.1","20","6.0","0.2"
"Chris McCullough","FA","PF","1.2","0.7","0.1","0.1","0.3",".455",".569","0.1","51","6.0","0.2"
"Tyler Lydon","DEN","PF","1.1","0.7","0.2","0.1","0.1",".396",".742","0.1","62","6.0","0.2"
"Nick Collison","FA","PF,C","1.1","1.4","0.4","0.1","0.2",".420",".680","0.0","20","6.0","0.4"
"Sindarius Thornwell","LAC","SG","1.0","0.6","0.3","0.1","0.2",".457",".671","0.1","82","0","0.2"
"Christian Wood","MIL","PF,C","1.0","0.8","0.1","0.3","0.1",".696",".733","0.0","82","0","0.2"
"Dwight Buycks","FA","PG,SG","0.7","0.1","0.2","0.0","0.1",".354",".871","0.0","82","0","0.2"
"Reggie Hearn","FA","G ","0.6","0.1","0.2","0.0","0.0",".500",".747","0.1","82","0","0.1"
"Keenan Evans","FA","G ","0.6","0.1","0.2","0.0","0.1",".400",".747","0.1","82","0","0.1"
"Zach Lofton","FA","G ","0.6","0.1","0.1","0.0","0.0",".345",".771","0.1","82","0","0.1"
